Problem Number;Problem Change Date+Time;Problem Sub Status;Problem Status;Problem Latest Impact;Problem Involved ST Org line 3;Problem Involved ST Function Div;Problem Involved Owner ST;Product;Country;Problem Involved Action Owner Country;Problem Involved Action Owner First Name
1-347923966;2010-01-25T09:19:08+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD46;se;Sweden;Roger
1-347923966;2010-02-08T11:41:12+01:00;Assigned;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD46;se;Sweden;Roger
1-347923966;2010-03-03T15:54:09+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD46;se;Sweden;Roger
1-347923966;2010-03-03T15:54:25+01:00;Assigned;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD46;se;POLAND;Barbara
1-347923966;2012-03-28T13:39:46+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD46;se;POLAND;Barbara
1-347923966;2012-03-28T13:39:49+01:00;Closed;Completed;Medium;Org line A2;A2_2;G357 2nd;PROD46;se;POLAND;Barbara
1-347924629;2010-01-25T07:44:36+01:00;In Progress;Accepted;Low;Org line A2;A2_3;G349 3rd;PROD40;se;Sweden;Ann
1-347924629;2011-12-16T10:26:27+01:00;Assigned;Accepted;Low;Org line A2;A2_3;G349 3rd;PROD40;se;Sweden;Ann
1-347924629;2012-03-30T12:09:18+01:00;Wait;Accepted;Low;Org line A2;A2_3;G349 3rd;PROD40;se;Sweden;Ann
1-347924629;2012-03-30T12:24:18+01:00;Closed;Completed;Low;Org line A2;A2_3;G349 3rd;PROD40;se;Sweden;Ann
1-349857482;2010-01-27T13:58:09+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G341 3rd;PROD246;se;Sweden;Anders
1-349857482;2012-02-29T12:20:13+01:00;Closed;Completed;Medium;Org line A2;A2_2;G341 3rd;PROD246;se;Sweden;Anders
1-351187625;2010-02-02T15:50:20+01:00;In Progress;Accepted;Major;Org line A2;A2_3;M3 2nd;PROD655;se;Sweden;Daniel
1-351187625;2012-04-11T15:39:33+01:00;In Progress;Accepted;Major;Org line A2;A2_3;M3 2nd;PROD655;se;Sweden;Daniel
1-351187625;2012-04-11T15:40:09+01:00;Closed;Completed;Major;Org line A2;A2_3;M3 2nd;PROD655;se;Sweden;Daniel
1-351314317;2010-02-03T09:34:32+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G21 2nd;PROD98;us;POLAND;Ewa
1-351314317;2010-02-03T09:45:18+01:00;Awaiting Assignment;Queued;Medium;Org line A2;A2_2;G21 2nd;PROD98;us;POLAND;Ewa
1-351314317;2010-02-03T10:40:51+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G21 2nd;PROD98;us;POLAND;Ewa
1-351314317;2010-02-03T10:40:58+01:00;Assigned;Accepted;Medium;Org line A2;A2_2;G21 2nd;PROD98;us;POLAND;Ewa
1-351314317;2011-12-20T22:25:19+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G21 2nd;PROD98;us;POLAND;Ewa
1-351314317;2012-01-03T13:13:02+01:00;Closed;Completed;Medium;Org line A2;A2_2;G21 2nd;PROD98;us;POLAND;Ewa
1-351869391;2010-02-05T10:00:12+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G4 2nd;PROD753;cn;China;Carrie
1-351869391;2012-02-23T14:34:50+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G4 2nd;PROD753;cn;China;Carrie
1-351869391;2012-02-23T14:37:00+01:00;Closed;Completed;Medium;Org line A2;A2_2;G4 2nd;PROD753;cn;China;Carrie
1-353818791;2010-02-12T14:00:54+01:00;Awaiting Assignment;Queued;Low;Org line C;C_3;G292 3rd;PROD815;se;Sweden;Martin
1-353818791;2010-02-12T14:01:08+01:00;In Progress;Accepted;Low;Org line C;C_3;G292 3rd;PROD815;se;Sweden;Martin
1-353818791;2010-10-28T18:15:39+01:00;Awaiting Assignment;Queued;Low;Org line C;C_3;G292 3rd;PROD815;se;Sweden;Martin
1-353818791;2010-10-29T16:11:03+01:00;In Progress;Accepted;Low;Org line C;C_3;G292 3rd;PROD815;se;Sweden;Björn
1-353818791;2012-04-04T14:41:41+01:00;Closed;Completed;Low;Org line C;C_3;G292 3rd;PROD815;se;Sweden;Björn
1-354039443;2010-02-15T07:41:51+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-354039443;2010-02-15T07:48:52+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-354039443;2010-02-15T12:10:30+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-354039443;2011-12-28T15:05:47+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-354039443;2012-01-30T12:29:51+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-354090772;2010-02-15T09:33:11+01:00;In Progress;Accepted;Medium;Org line F;;G207 2nd;PROD48;se;Sweden;Roger
1-354090772;2010-02-15T09:34:41+01:00;Wait;Accepted;Medium;Org line F;;G207 2nd;PROD48;se;Sweden;Roger
1-354090772;2010-03-02T13:59:28+01:00;In Progress;Accepted;Medium;Org line F;;G207 2nd;PROD48;se;Sweden;Roger
1-354090772;2010-03-02T14:01:04+01:00;Awaiting Assignment;Queued;Medium;Org line A2;A2_2;G357 2nd;PROD48;se;Sweden;Henrik
1-354090772;2010-03-02T14:07:11+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD48;se;Sweden;Henrik
1-354090772;2010-03-02T14:07:48+01:00;Assigned;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD48;se;POLAND;Ewa
1-354090772;2010-03-02T14:11:18+01:00;Wait;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD48;se;POLAND;Ewa
1-354090772;2011-04-11T07:48:47+01:00;Assigned;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD48;se;POLAND;Katarzyna
1-354090772;2011-04-11T08:08:44+01:00;Assigned;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD48;se;POLAND;Damian
1-354090772;2011-11-23T11:55:49+01:00;Wait;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD48;se;POLAND;Damian
1-354090772;2012-01-19T08:56:20+01:00;Closed;Completed;Medium;Org line A2;A2_2;G357 2nd;PROD48;se;POLAND;Damian
1-354350908;2010-02-16T11:03:41+01:00;Wait;Accepted;Medium;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-354350908;2011-09-01T23:16:31+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-354350908;2012-01-20T08:40:03+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;M1 2nd;PROD753;cn;China;Carrie
1-354350908;2012-01-20T08:40:20+01:00;Closed;Completed;Medium;Org line A2;A2_2;M1 2nd;PROD753;cn;China;Carrie
1-354376900;2010-02-16T11:04:37+01:00;Wait;Accepted;Medium;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-354376900;2011-09-01T23:16:15+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-354376900;2012-02-01T10:16:03+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;M1 2nd;PROD753;cn;China;Carrie
1-354376900;2012-02-01T10:16:53+01:00;Closed;Completed;Medium;Org line A2;A2_2;M1 2nd;PROD753;cn;China;Carrie
1-356055231;2010-02-23T13:10:59+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD46;se;Sweden;Henrik
1-356055231;2010-02-23T13:13:19+01:00;Wait;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD46;se;Sweden;Henrik
1-356055231;2010-03-02T13:44:01+01:00;Awaiting Assignment;Queued;Medium;Org line A2;A2_2;G357 2nd;PROD46;se;Sweden;Henrik
1-356055231;2010-03-02T13:46:47+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD46;se;POLAND;Katarzyna
1-356055231;2010-03-02T13:46:58+01:00;Wait;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD46;se;POLAND;Katarzyna
1-356055231;2011-11-28T08:20:33+01:00;Assigned;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD46;se;POLAND;Damian
1-356055231;2011-11-28T08:20:57+01:00;Wait;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD46;se;POLAND;Damian
1-356055231;2012-01-19T08:59:01+01:00;Closed;Completed;Medium;Org line A2;A2_2;G357 2nd;PROD46;se;POLAND;Damian
1-356879617;2010-02-26T13:39:44+01:00;In Progress;Accepted;Low;Org line G3;;G199 3rd;PROD96;us;USA;Carolyn
1-356879617;2010-02-26T13:45:58+01:00;Awaiting Assignment;Queued;Low;Org line G3;;G199 3rd;PROD96;us;USA;Carolyn
1-356879617;2010-02-26T18:04:51+01:00;In Progress;Accepted;Low;Org line A2;A2_2;G21 2nd;PROD96;us;Sweden;Naga
1-356879617;2010-02-26T18:08:30+01:00;In Progress;Accepted;Low;Org line A2;A2_2;G21 2nd;PROD96;us;Sweden;Naga
1-356879617;2010-02-26T18:09:05+01:00;In Progress;Accepted;Low;Org line A2;A2_2;G21 2nd;PROD96;us;Sweden;Naga
1-356879617;2010-02-26T18:09:42+01:00;In Progress;Accepted;Low;Org line A2;A2_2;G21 2nd;PROD96;us;Sweden;Naga
1-356879617;2010-02-26T18:11:57+01:00;In Progress;Accepted;Low;Org line G3;;G199 3rd;PROD96;us;Sweden;Naga
1-356879617;2010-02-26T18:12:06+01:00;Assigned;Accepted;Low;Org line G3;;G199 3rd;PROD96;us;USA;Carolyn
1-356879617;2012-01-19T10:01:46+01:00;In Progress;Accepted;Low;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-356879617;2012-01-19T10:02:07+01:00;Closed;Completed;Low;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-357087417;2010-03-01T06:54:12+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-357087417;2010-03-01T07:04:33+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-357087417;2010-03-01T11:53:51+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;Sweden;Naga
1-357087417;2010-03-01T12:00:54+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-357087417;2011-12-28T16:01:17+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-357087417;2012-01-30T12:30:21+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-357610411;2010-03-02T11:41:18+01:00;In Progress;Accepted;Low;Org line G4;;S28 2nd;PROD633;se;Sweden;Reine
1-357610411;2010-09-19T08:21:17+01:00;Wait;Accepted;Low;Org line G4;;S28 2nd;PROD633;se;Sweden;Reine
1-357610411;2012-02-01T16:42:48+01:00;Closed;Completed;Low;Org line G4;;S28 2nd;PROD633;se;Sweden;Reine
1-358038911;2010-03-03T19:25:03+01:00;In Progress;Accepted;Medium;Org line G4;;S30 2nd;PROD410;se;Sweden;Daniel
1-358038911;2010-03-11T15:44:02+01:00;Unmatched;Unmatched;Medium;Org line G4;;S30 2nd;PROD410;se;Sweden;Daniel
1-358038911;2010-08-16T10:54:31+01:00;In Progress;Accepted;Medium;Org line G4;;S30 2nd;PROD410;se;Sweden;Daniel
1-358038911;2010-08-16T11:13:10+01:00;Wait;Accepted;Medium;Org line G4;;S30 2nd;PROD410;se;Sweden;Daniel
1-358038911;2012-01-17T07:59:31+01:00;In Progress;Accepted;Medium;Org line G4;;S30 2nd;PROD410;se;Sweden;Helene
1-358038911;2012-01-17T07:59:59+01:00;Closed;Completed;Medium;Org line G4;;S30 2nd;PROD410;se;Sweden;Helene
1-358776870;2010-03-08T09:17:56+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD740;se;POLAND;Katarzyna
1-358776870;2010-03-08T09:19:32+01:00;Wait;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD740;se;POLAND;Katarzyna
1-358776870;2012-03-30T09:59:03+01:00;Closed;Completed;Medium;Org line A2;A2_2;G357 2nd;PROD740;se;POLAND;Katarzyna
1-359215498;2010-03-09T11:28:51+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD47;se;POLAND;Damian
1-359215498;2011-04-11T08:09:41+01:00;Assigned;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD47;se;POLAND;Damian
1-359215498;2011-04-11T08:11:23+01:00;Assigned;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD47;se;POLAND;Katarzyna
1-359215498;2011-11-28T08:21:08+01:00;Wait;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD47;se;POLAND;Katarzyna
1-359215498;2012-03-30T10:01:23+01:00;Closed;Completed;Medium;Org line A2;A2_2;G357 2nd;PROD47;se;POLAND;Katarzyna
1-359781492;2010-03-11T10:02:02+01:00;In Progress;Accepted;Medium;Org line V2;;T2 2nd;PROD451;se;Sweden;Eva
1-359781492;2012-03-15T14:27:03+01:00;Closed;Completed;Medium;Org line V2;;T2 2nd;PROD451;se;Sweden;Eva
1-359841262;2010-03-11T14:06:34+01:00;In Progress;Accepted;High;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-359841262;2010-03-11T14:10:10+01:00;In Progress;Accepted;High;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-359841262;2010-03-11T14:12:19+01:00;Awaiting Assignment;Queued;High;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-359841262;2010-03-11T14:12:35+01:00;In Progress;Accepted;High;Org line A2;A2_2;G4 2nd;PROD753;cn;POLAND;Pawel
1-359841262;2010-03-11T14:12:46+01:00;Awaiting Assignment;Queued;High;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-359841262;2010-03-11T14:13:02+01:00;In Progress;Accepted;High;Org line A2;A2_2;M1 2nd;PROD753;cn;POLAND;Pawel
1-359841262;2010-07-20T08:25:18+01:00;Assigned;Accepted;High;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-359841262;2011-09-05T08:28:42+01:00;In Progress;Accepted;High;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-359841262;2012-01-20T08:24:45+01:00;In Progress;Accepted;High;Org line A2;A2_2;M1 2nd;PROD753;cn;China;Carrie
1-359841262;2012-01-20T08:24:59+01:00;Closed;Completed;High;Org line A2;A2_2;M1 2nd;PROD753;cn;China;Carrie
1-360072755;2010-03-12T15:55:50+01:00;Assigned;Accepted;Medium;Org line A2;A2_2;G167 2nd;PROD681;se;POLAND;Mateusz
1-360072755;2010-08-25T10:04:56+01:00;Awaiting Assignment;Queued;Medium;Org line A2;A2_2;G167 2nd;PROD681;se;Sweden;Tomas
1-360072755;2011-09-03T06:49:00+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;M1 2nd;PROD681;se;Sweden;Tomas
1-360072755;2011-11-14T16:10:03+01:00;Assigned;Accepted;Medium;Org line A2;A2_2;G167 2nd;PROD681;se;Sweden;Niklas
1-360072755;2012-01-12T09:23:04+01:00;Wait;Accepted;Medium;Org line A2;A2_2;G167 2nd;PROD681;se;Sweden;Niklas
1-360072755;2012-03-08T10:22:52+01:00;In Progress;Accepted;Medium;Org line F;;N10 2nd;PROD681;se;Sweden;Martin
1-360072755;2012-03-08T10:24:51+01:00;Closed;Completed;Medium;Org line F;;N10 2nd;PROD681;se;Sweden;Martin
1-360464815;2010-03-15T14:40:16+01:00;In Progress;Accepted;Medium;Org line A2;D_1;L50 3rd;PROD611;in;Sweden;Panigrahy
1-360464815;2010-04-15T15:32:45+01:00;Wait;Accepted;Medium;Org line A2;D_1;L50 3rd;PROD611;in;Sweden;Panigrahy
1-360464815;2011-06-09T10:37:15+01:00;In Progress;Accepted;Medium;Org line A2;D_1;L50 3rd;PROD611;in;Sweden;Panigrahy
1-360464815;2012-02-21T14:57:48+01:00;Closed;Completed;Medium;Org line A2;D_1;L50 3rd;PROD611;in;Sweden;Panigrahy
1-360667704;2010-03-16T08:44:27+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD740;se;POLAND;Barbara
1-360667704;2010-06-15T08:42:52+01:00;Wait;Accepted;Medium;Org line A2;A2_2;G357 2nd;PROD740;se;POLAND;Barbara
1-360667704;2012-03-30T11:17:27+01:00;Closed;Completed;Medium;Org line A2;A2_2;G357 2nd;PROD740;se;POLAND;Barbara
1-361368011;2010-03-18T11:44:05+01:00;In Progress;Accepted;Medium;Org line C;E_3;G67 2nd;PROD151;us;France;Didier
1-361368011;2012-03-19T14:13:30+01:00;In Progress;Accepted;Medium;Org line C;E_3;G67 2nd;PROD151;us;France;Didier
1-361368011;2012-03-19T14:15:58+01:00;Closed;Completed;Medium;Org line C;E_3;G67 2nd;PROD151;us;France;Didier
1-363041157;2010-03-26T08:24:05+01:00;In Progress;Accepted;Medium;Org line A2;A2_3;G354 3rd;PROD708;se;Sweden;Lena
1-363041157;2012-03-20T16:16:39+01:00;Closed;Completed;Medium;Org line A2;A2_3;G354 3rd;PROD708;se;Sweden;Lena
1-363206822;2010-03-26T14:03:21+01:00;In Progress;Accepted;Low;Org line A2;A2_2;G4 2nd;PROD753;cn;POLAND;Pawel
1-363206822;2010-03-26T14:05:35+01:00;In Progress;Accepted;Low;Org line A2;A2_2;G4 2nd;PROD753;cn;POLAND;Pawel
1-363206822;2010-03-26T14:05:48+01:00;Awaiting Assignment;Queued;Low;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-363206822;2011-09-05T08:28:50+01:00;In Progress;Accepted;Low;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-363206822;2012-02-07T02:39:08+01:00;In Progress;Accepted;Low;Org line A2;A2_2;M1 2nd;PROD753;cn;China;Carrie
1-363206822;2012-02-07T02:39:40+01:00;Closed;Completed;Low;Org line A2;A2_2;M1 2nd;PROD753;cn;China;Carrie
1-363549934;2010-03-29T10:38:31+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-363549934;2010-03-29T10:41:32+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-363549934;2010-03-29T12:30:54+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;Sweden;Kannan
1-363549934;2010-03-29T12:30:58+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-363549934;2012-01-19T10:09:44+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-363549934;2012-01-19T10:10:41+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-364018090;2010-03-30T17:13:33+01:00;In Progress;Accepted;Major;Org line C;C_5;L65 3rd;PROD808;fr;France;Celine
1-364018090;2010-03-31T10:41:00+01:00;In Progress;Accepted;Major;Org line C;C_5;L65 3rd;PROD808;fr;France;Celine
1-364018090;2010-03-31T10:43:06+01:00;Awaiting Assignment;Queued;Major;Org line C;V3_3;V42 2nd;PROD808;fr;France;Celine
1-364018090;2010-03-31T10:43:07+01:00;In Progress;Accepted;Major;Org line C;C_5;L65 3rd;PROD808;fr;France;Celine
1-364018090;2010-03-31T10:46:20+01:00;In Progress;Accepted;Major;Org line C;C_5;L65 3rd;PROD808;fr;France;Celine
1-364018090;2010-10-07T15:45:29+01:00;In Progress;Accepted;Major;Org line C;V3_3;V42 2nd;PROD808;fr;France;Celine
1-364018090;2012-04-24T17:18:24+01:00;Closed;Completed;Major;Org line C;V3_3;V42 2nd;PROD808;fr;France;Celine
1-364458525;2010-04-01T08:13:49+01:00;In Progress;Accepted;Medium;Org line A2;A2_3;G349 3rd;PROD40;se;Sweden;Ann
1-364458525;2012-03-30T12:12:07+01:00;In Progress;Accepted;Medium;Org line A2;A2_3;G349 3rd;PROD40;se;Sweden;Ann
1-364458525;2012-03-30T12:12:14+01:00;Wait;Accepted;Medium;Org line A2;A2_3;G349 3rd;PROD40;se;Sweden;Ann
1-364458525;2012-03-30T12:18:11+01:00;Closed;Completed;Medium;Org line A2;A2_3;G349 3rd;PROD40;se;Sweden;Ann
1-364528467;2010-04-01T13:48:30+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G21 2nd;PROD98;us;Sweden;Y
1-364528467;2010-04-01T13:49:59+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G21 2nd;PROD98;us;Sweden;Y
1-364528467;2010-04-01T13:50:40+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-364528467;2010-04-01T18:20:02+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;Sweden;Kannan
1-364528467;2010-04-01T18:20:07+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-364528467;2012-01-19T10:14:11+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-364528467;2012-01-19T10:14:18+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-365052802;2010-04-06T08:16:15+01:00;In Progress;Accepted;High;Org line G4;;G51 2nd;PROD798;se;Sweden;Linda
1-365052802;2010-04-06T09:12:22+01:00;Assigned;Accepted;High;Org line G4;;G51 2nd;PROD798;se;Sweden;Linda
1-365052802;2010-04-28T09:07:00+01:00;Awaiting Assignment;Queued;High;Org line G4;;G51 2nd;PROD798;se;Sweden;Ing-Marie
1-365052802;2010-04-28T09:35:20+01:00;In Progress;Accepted;High;Org line G4;;G51 2nd;PROD798;se;Sweden;Veeraraghavendra
1-365052802;2010-04-28T09:40:07+01:00;Unmatched;Unmatched;High;Org line G4;;G51 2nd;PROD798;se;Sweden;Veeraraghavendra
1-365052802;2012-02-01T12:25:53+01:00;Closed;Completed;High;Org line G4;;G51 2nd;PROD798;se;Sweden;Veeraraghavendra
1-365189372;2010-04-06T14:35:51+01:00;In Progress;Accepted;Low;Org line G4;;S30 2nd;PROD412;se;Sweden;Gustav
1-365189372;2010-04-07T07:30:28+01:00;Unmatched;Unmatched;Low;Org line G4;;S30 2nd;PROD412;se;Sweden;Gustav
1-365189372;2012-02-21T14:58:28+01:00;In Progress;Accepted;Low;Org line G4;;S30 2nd;PROD412;se;Sweden;Gustav
1-365189372;2012-02-21T15:00:21+01:00;Closed;Completed;Low;Org line G4;;S30 2nd;PROD412;se;Sweden;Gustav
1-365702595;2010-04-08T11:07:36+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD96;us;USA;Carolyn
1-365702595;2010-04-08T11:09:05+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD96;us;USA;Carolyn
1-365702595;2010-04-08T18:33:49+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD96;us;Sweden;Kannan
1-365702595;2010-04-08T18:33:54+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD96;us;USA;Carolyn
1-365702595;2011-12-30T10:00:16+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-365702595;2012-01-04T16:49:12+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-366462246;2010-04-12T18:14:40+01:00;In Progress;Accepted;Major;Org line A2;A2_3;M3 2nd;PROD655;se;Sweden;Daniel
1-366462246;2012-04-11T15:40:26+01:00;In Progress;Accepted;Major;Org line A2;A2_3;M3 2nd;PROD655;se;Sweden;Daniel
1-366462246;2012-04-11T15:40:52+01:00;Closed;Completed;Major;Org line A2;A2_3;M3 2nd;PROD655;se;Sweden;Daniel
1-366509892;2010-04-12T20:37:25+01:00;In Progress;Accepted;Low;Org line G3;;G199 3rd;PROD96;us;USA;Carolyn
1-366509892;2010-04-12T20:47:56+01:00;Awaiting Assignment;Queued;Low;Org line G3;;G199 3rd;PROD96;us;USA;Carolyn
1-366509892;2010-04-13T13:56:39+01:00;In Progress;Accepted;Low;Org line G3;;G199 3rd;PROD96;us;Sweden;Kannan
1-366509892;2010-04-13T13:56:44+01:00;Assigned;Accepted;Low;Org line G3;;G199 3rd;PROD96;us;USA;Carolyn
1-366509892;2012-01-30T12:42:19+01:00;In Progress;Accepted;Low;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-366509892;2012-01-30T12:42:50+01:00;Closed;Completed;Low;Org line G3;;G199 3rd;PROD96;us;POLAND;Ewa
1-366584206;2010-04-13T08:38:30+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-366584206;2010-04-13T08:44:30+01:00;Awaiting Assignment;Queued;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-366584206;2010-04-13T13:59:01+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;Sweden;Kannan
1-366584206;2010-04-13T13:59:07+01:00;Assigned;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;USA;Carolyn
1-366584206;2012-01-09T11:25:49+01:00;In Progress;Accepted;Medium;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-366584206;2012-01-09T11:25:51+01:00;Closed;Completed;Medium;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-366698569;2010-04-13T13:37:07+01:00;In Progress;Accepted;High;Org line G4;;S29 2nd;PROD368;se;Sweden;Jerker
1-366698569;2010-04-19T15:59:00+01:00;In Progress;Accepted;High;Org line G4;;S29 2nd;PROD368;se;Sweden;Jerker
1-366698569;2010-04-19T15:59:17+01:00;In Progress;Accepted;High;Org line G4;;S29 2nd;PROD368;se;Sweden;Fredrik
1-366698569;2010-12-13T10:28:11+01:00;Wait;Accepted;High;Org line G4;;S29 2nd;PROD368;se;Sweden;Fredrik
1-366698569;2011-06-27T10:33:46+01:00;Assigned;Accepted;High;Org line A2;A2_3;S35 2nd;PROD368;se;Sweden;Ingemar
1-366698569;2011-06-27T11:29:07+01:00;Assigned;Accepted;High;Org line A2;A2_3;S35 2nd;PROD368;se;Sweden;Arne
1-366698569;2011-10-24T09:01:34+01:00;In Progress;Accepted;High;Org line A2;A2_3;S35 2nd;PROD368;se;Sweden;Ingemar
1-366698569;2011-10-24T09:03:31+01:00;Assigned;Accepted;High;Org line A2;A2_3;S35 2nd;PROD368;se;Sweden;Stefan
1-366698569;2012-01-12T13:11:40+01:00;In Progress;Accepted;High;Org line A2;A2_3;S35 2nd;PROD368;se;Sweden;Stefan
1-366698569;2012-01-12T13:11:59+01:00;Closed;Completed;High;Org line A2;A2_3;S35 2nd;PROD368;se;Sweden;Stefan
1-366726662;2010-04-13T13:50:15+01:00;In Progress;Accepted;Medium;Org line G4;;S29 2nd;PROD368;se;Sweden;Jerker
1-366726662;2010-04-19T15:59:58+01:00;In Progress;Accepted;Medium;Org line G4;;S29 2nd;PROD368;se;Sweden;Jerker
1-366726662;2010-04-19T16:00:10+01:00;In Progress;Accepted;Medium;Org line G4;;S29 2nd;PROD368;se;Sweden;Fredrik
1-366726662;2010-08-10T15:22:31+01:00;Wait;Accepted;Medium;Org line G4;;S29 2nd;PROD368;se;Sweden;Fredrik
