Problem Number;Problem Latest Impact;Problem Change Date+Time;Problem Status;Problem Sub Status;Problem Involved ST Org line 3;Problem Involved ST Function Div;Problem Involved Owner ST;Product;Country;Problem Involved Action Owner Country;Problem Involved Action Owner First Name
1-413205820;Low;2012-01-04T13:52:57+01:00;Completed;Closed;Org line A2;A2_4;G113 2nd;PROD546;us;USA;Joakim
1-413665008;High;2010-10-26T08:14:34+01:00;Accepted;In Progress;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-413665008;High;2012-05-29T09:24:46+01:00;Completed;Closed;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-415000020;Medium;2010-11-01T08:37:07+01:00;Accepted;In Progress;Org line C;C_6;G141 3rd;PROD660;se;Sweden;Jonas
1-415000020;Medium;2010-11-01T11:00:46+01:00;Queued;Awaiting Assignment;Org line C;E_7;G135 2nd;PROD660;se;Sweden;Anna
1-415000020;Medium;2011-09-08T10:19:39+01:00;Accepted;In Progress;Org line C;E_7;G135 2nd;PROD660;se;Sweden;Anna
1-415000020;Medium;2011-09-08T10:19:45+01:00;Accepted;Wait;Org line C;E_7;G135 2nd;PROD660;se;Sweden;Anna
1-415000020;Medium;2012-02-01T14:00:34+01:00;Accepted;In Progress;Org line C;E_7;G135 2nd;PROD660;se;Sweden;Anna
1-415000020;Medium;2012-02-01T14:00:54+01:00;Completed;Closed;Org line C;E_7;G135 2nd;PROD660;se;Sweden;Anna
1-415822336;Medium;2010-11-03T08:04:02+01:00;Accepted;In Progress;Org line G4;;S30 2nd;PROD412;se;Sweden;Viktoria
1-415822336;Medium;2010-11-03T09:52:09+01:00;Accepted;Wait;Org line G4;;S30 2nd;PROD412;se;Sweden;Viktoria
1-415822336;Medium;2010-11-24T13:41:08+01:00;Queued;Awaiting Assignment;Org line G4;;S30 2nd;PROD412;se;Sweden;Viktoria
1-415822336;Medium;2010-11-24T14:08:53+01:00;Queued;Awaiting Assignment;Org line G4;;S30 2nd;PROD412;se;Sweden;Viktoria
1-415822336;Medium;2010-11-25T14:37:13+01:00;Queued;Awaiting Assignment;Org line G4;;S30 2nd;PROD412;se;Sweden;Viktoria
1-415822336;Medium;2010-11-25T14:38:42+01:00;Accepted;In Progress;Org line G4;;S30 2nd;PROD412;se;Sweden;Viktoria
1-415822336;Medium;2010-11-25T14:40:20+01:00;Accepted;Wait;Org line G4;;S30 2nd;PROD412;se;Sweden;Viktoria
1-417868043;Medium;2012-01-30T13:05:37+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-417868043;Medium;2012-01-30T13:06:01+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-418122119;Medium;2012-02-04T12:31:11+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-418122119;Medium;2012-02-04T12:32:21+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-419236954;Medium;2012-02-04T12:32:39+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-419236954;Medium;2012-02-04T12:36:16+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-422418092;Medium;2010-11-19T18:20:40+01:00;Accepted;In Progress;Org line G4;;S30 2nd;PROD412;se;Sweden;Viktoria
1-422418092;Medium;2010-11-19T18:25:24+01:00;Queued;Awaiting Assignment;Org line G4;;S30 2nd;PROD412;se;Sweden;Viktoria
1-422418092;Medium;2012-02-06T12:47:29+01:00;Accepted;Assigned;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-422418092;Medium;2012-02-06T12:48:30+01:00;Accepted;Assigned;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-422877530;Medium;2012-02-04T13:13:58+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-422877530;Medium;2012-02-04T13:20:09+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-424065923;Medium;2012-02-04T13:27:30+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-424065923;Medium;2012-02-04T13:41:46+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-427955007;Medium;2010-12-07T14:24:36+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-427955007;Medium;2011-01-18T10:59:26+01:00;Accepted;Wait;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-427955007;Medium;2011-01-26T07:48:18+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-427955007;Medium;2011-04-28T07:46:03+01:00;Accepted;Wait;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-427955007;Medium;2012-01-26T10:47:59+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-429498598;Medium;2012-01-30T13:41:27+01:00;Accepted;Assigned;Org line G4;;S30 2nd;PROD411;se;Sweden;Marco
1-429498598;Medium;2012-02-01T08:57:23+01:00;Accepted;Wait;Org line G4;;S30 2nd;PROD411;se;Sweden;Marco
1-429498598;Medium;2012-02-01T10:47:23+01:00;Completed;Closed;Org line G4;;S30 2nd;PROD411;se;Sweden;Marco
1-430880486;Medium;2010-12-16T11:55:48+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Katarina
1-430880486;Medium;2011-03-21T17:11:52+01:00;Accepted;Wait;Org line G4;;S33 2nd;PROD374;se;Sweden;Katarina
1-430880486;Medium;2012-02-29T14:38:04+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Katarina
1-431797119;Medium;2012-01-30T13:59:16+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-431797119;Medium;2012-01-30T14:07:31+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-433309965;Medium;2012-02-02T22:15:47+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-433309965;Medium;2012-02-02T22:19:29+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-433910332;Medium;2010-12-28T14:28:04+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD235;gb;United Kingdom;Ian
1-433910332;Medium;2010-12-28T14:28:11+01:00;Accepted;Wait;Org line A2;A2_1;G42 3rd;PROD235;gb;United Kingdom;Ian
1-433910332;Medium;2011-01-03T08:41:42+01:00;Accepted;Wait;Org line A2;A2_1;G42 3rd;PROD235;gb;United Kingdom;Ian
1-433910332;Medium;2011-01-28T16:48:20+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD235;gb;United Kingdom;Ian
1-433910332;Medium;2011-03-31T09:34:29+01:00;Accepted;Wait;Org line A2;A2_1;G42 3rd;PROD235;gb;United Kingdom;Ian
1-433910332;Medium;2011-04-06T12:16:21+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD235;gb;United Kingdom;Ian
1-433910332;Medium;2011-06-29T15:04:50+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD235;gb;United Kingdom;Ian
1-439833168;Low;2011-01-14T13:10:28+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-439833168;Low;2011-01-14T14:54:33+01:00;Accepted;Wait;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-439833168;Low;2012-02-29T15:27:57+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-441507371;Medium;2011-01-18T10:35:34+01:00;Accepted;In Progress;Org line G4;;G51 2nd;PROD821;se;Sweden;Ing-Marie
1-441507371;Medium;2011-01-18T10:46:33+01:00;Queued;Awaiting Assignment;Org line G4;;G51 2nd;PROD821;se;Sweden;Ing-Marie
1-443175071;Medium;2011-01-20T17:18:05+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Katarina
1-443175071;Medium;2011-03-21T17:30:18+01:00;Accepted;Wait;Org line G4;;S33 2nd;PROD374;se;Sweden;Katarina
1-443175071;Medium;2012-03-19T08:18:42+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Katarina
1-473084325;Medium;2011-02-03T10:33:47+01:00;Queued;Awaiting Assignment;Org line C;C_6;G273 3rd;PROD154;se;Sweden;Martin
1-473084325;Medium;2011-09-13T16:53:00+01:00;Queued;Awaiting Assignment;Org line C;C_6;G270 3rd;PROD154;se;France;Olivier
1-473084325;Medium;2011-09-16T11:27:06+01:00;Queued;Awaiting Assignment;Org line C;C_6;G270 3rd;PROD154;se;France;Olivier
1-473084325;Medium;2012-02-02T16:48:22+01:00;Queued;Awaiting Assignment;Org line A2;A2_1;J2 2nd;PROD154;se;Sweden;Britt
1-473084325;Medium;2012-02-06T10:26:00+01:00;Accepted;In Progress;Org line A2;A2_1;J2 2nd;PROD154;se;Sweden;Britt
1-473084325;Medium;2012-02-06T12:32:58+01:00;Accepted;Wait;Org line A2;A2_1;J2 2nd;PROD154;se;Sweden;Britt
1-473084325;Medium;2012-03-14T13:52:06+01:00;Completed;Closed;Org line A2;A2_1;J2 2nd;PROD154;se;Sweden;Britt
1-479002951;High;2011-02-04T14:21:41+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-479002951;High;2011-03-13T13:11:06+01:00;Accepted;Wait;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-479002951;High;2012-02-29T14:27:21+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-489198755;Medium;2011-02-08T16:10:53+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Katarina
1-489198755;Medium;2011-03-21T17:26:55+01:00;Accepted;Wait;Org line G4;;S33 2nd;PROD374;se;Sweden;Katarina
1-489198755;Medium;2012-02-14T16:45:26+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Katarina
1-498324124;Low;2011-02-16T16:40:03+01:00;Accepted;In Progress;Org line A2;A2_3;N26 2nd;PROD791;pl;POLAND;Michal
1-498324124;Low;2011-02-17T12:13:53+01:00;Accepted;Assigned;Org line A2;A2_3;N26 2nd;PROD791;pl;POLAND;Michal
1-498324124;Low;2011-04-19T13:41:04+01:00;Accepted;Assigned;Org line A2;A2_3;N26 2nd;PROD791;pl;POLAND;Michal
1-502769178;Medium;2011-02-23T17:45:04+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Joakim
1-502769178;Medium;2011-02-23T17:52:29+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Joakim
1-502769178;Medium;2011-05-04T09:05:50+01:00;Accepted;Wait;Org line G4;;S33 2nd;PROD374;se;Sweden;Joakim
1-502769178;Medium;2011-09-05T09:10:57+01:00;Queued;Awaiting Assignment;Org line G4;;S33 2nd;PROD374;se;Sweden;Joakim
1-506092586;High;2011-03-07T12:36:20+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-506092586;High;2012-01-26T11:25:15+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-507679771;Medium;2011-03-14T15:04:30+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Katarina
1-507679771;Medium;2012-02-01T16:12:52+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Katarina
1-510142147;High;2012-01-30T13:39:42+01:00;Accepted;Assigned;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-510142147;High;2012-01-31T09:45:06+01:00;Accepted;In Progress;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-510142147;High;2012-01-31T09:45:09+01:00;Completed;Closed;Org line G4;;S30 2nd;PROD412;se;Sweden;David
1-510399424;Medium;2011-03-25T13:21:36+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Timothy
1-510399424;Medium;2012-02-15T11:41:23+01:00;Completed;Closed;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Timothy
1-511787661;Medium;2012-02-06T21:18:11+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-511787661;Medium;2012-02-06T21:19:44+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-512617571;High;2011-04-04T11:48:35+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-512617571;High;2011-04-04T11:49:23+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-512617571;High;2011-08-18T13:05:34+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Andrew
1-512617571;High;2011-08-19T15:27:15+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Andrew
1-512617571;High;2011-11-01T14:29:18+01:00;Accepted;Wait;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Andrew
1-512617571;High;2012-02-15T12:12:58+01:00;Completed;Closed;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Andrew
1-513031774;Low;2011-04-05T07:39:04+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD448;se;Sweden;Roland
1-513031774;Low;2012-03-13T15:47:40+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD448;se;Sweden;Roland
1-513180623;Medium;2012-01-10T11:01:19+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-513180623;Medium;2012-01-10T12:21:57+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-514618724;High;2011-04-08T10:57:43+01:00;Accepted;In Progress;Org line C;E_6;G48 2nd;PROD98;se;Sweden;Mikael
1-514618724;High;2011-04-11T09:18:36+01:00;Accepted;Wait;Org line C;E_6;G48 2nd;PROD98;se;Sweden;Mikael
1-514618724;High;2012-02-21T10:22:27+01:00;Accepted;In Progress;Org line C;E_6;G48 2nd;PROD98;se;Sweden;Mikael
1-514618724;High;2012-02-21T10:31:26+01:00;Completed;Closed;Org line C;E_6;G48 2nd;PROD98;se;Sweden;Mikael
1-515461174;Low;2011-04-11T14:56:28+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-515461174;Low;2011-12-13T10:21:26+01:00;Accepted;Assigned;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-515461174;Low;2012-02-08T22:09:00+01:00;Accepted;Wait;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-515461174;Low;2012-03-26T08:27:45+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-517002080;Medium;2012-01-30T13:06:42+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-517002080;Medium;2012-01-30T13:07:11+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-517045062;Medium;2012-01-30T21:50:24+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-517045062;Medium;2012-01-30T21:52:53+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-518362551;Medium;2012-01-13T12:27:01+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-518362551;Medium;2012-01-13T12:27:18+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-520127960;High;2011-04-25T05:46:33+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-520127960;High;2011-04-25T05:48:34+01:00;Accepted;Assigned;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-520127960;High;2012-01-26T11:31:40+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Per
1-520705880;High;2011-04-26T16:44:41+01:00;Accepted;In Progress;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-520705880;High;2011-11-15T12:56:41+01:00;Accepted;Wait;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-520705880;High;2012-05-29T09:18:46+01:00;Completed;Closed;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-522222222;Low;2011-05-02T08:45:31+01:00;Accepted;In Progress;Org line G4;;S28 2nd;PROD108;se;Sweden;Erik
1-522222222;Low;2012-02-27T14:31:45+01:00;Completed;Closed;Org line G4;;S28 2nd;PROD108;se;Sweden;Erik
1-522460624;Major;2011-05-03T06:29:33+01:00;Accepted;In Progress;Org line C;E_8;G186 2nd;PROD436;in;Sweden;Jonas
1-522460624;Major;2011-05-03T06:31:51+01:00;Queued;Awaiting Assignment;Org line C;E_8;G186 2nd;PROD436;in;Sweden;Jonas
1-522734472;Medium;2012-02-06T21:35:55+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-522734472;Medium;2012-02-06T21:37:18+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-522949376;Medium;2011-05-04T10:53:03+01:00;Accepted;In Progress;Org line A2;A2_4;G18 3rd;PROD67;se;INDIA;Arun
1-522949376;Medium;2011-05-18T14:42:40+01:00;Queued;Awaiting Assignment;Org line A2;A2_4;G18 3rd;PROD67;se;INDIA;Arun
1-523069229;Medium;2012-01-30T12:54:45+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-523069229;Medium;2012-01-30T12:54:47+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-523392191;Medium;2012-02-15T15:27:07+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-523392191;Medium;2012-02-15T15:27:34+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-524375607;Medium;2011-10-05T07:38:35+01:00;Accepted;Assigned;Org line C;C_2;G58 3rd;PROD330;be;Belgium;Els
1-524375607;Medium;2011-10-05T08:03:00+01:00;Accepted;Assigned;Org line C;C_2;G58 3rd;PROD330;be;Belgium;Jo
1-524375607;Medium;2011-11-08T14:44:51+01:00;Accepted;In Progress;Org line C;C_2;G58 3rd;PROD330;be;Belgium;Jo
1-524375607;Medium;2012-04-10T16:19:54+01:00;Completed;Closed;Org line C;C_2;G58 3rd;PROD330;be;Belgium;Jo
1-525589021;Medium;2011-05-13T16:23:13+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Katarina
1-525589021;Medium;2012-02-01T16:40:02+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Katarina
1-526037041;Medium;2011-05-16T14:09:56+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Katarina
1-526037041;Medium;2012-02-01T16:50:06+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Katarina
1-527208576;Low;2011-05-19T22:28:42+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-527208576;Low;2011-10-27T12:59:32+01:00;Accepted;Wait;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-527208576;Low;2012-02-08T22:43:06+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Roland
1-530147896;Medium;2012-02-02T21:51:10+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-530147896;Medium;2012-02-02T21:52:46+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-531872604;Medium;2011-06-07T22:21:06+01:00;Accepted;In Progress;Org line C;E_8;G186 2nd;PROD756;in;Sweden;Jonas
1-531872604;Medium;2011-06-08T12:12:31+01:00;Accepted;Wait;Org line C;E_8;G186 2nd;PROD756;in;Sweden;Jonas
1-531872604;Medium;2011-06-30T09:19:59+01:00;Queued;Awaiting Assignment;Org line C;E_8;G186 2nd;PROD756;in;Sweden;Jonas
1-532084405;Medium;2012-02-06T21:16:22+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-532084405;Medium;2012-02-06T21:17:44+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-533851634;Medium;2012-02-02T22:28:50+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-533851634;Medium;2012-02-02T22:31:56+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-534493180;Medium;2011-06-17T08:24:42+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-534493180;Medium;2011-06-17T08:25:34+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-535418135;Medium;2011-06-21T11:01:27+01:00;Accepted;In Progress;Org line A2;A2_1;W6 2nd;PROD791;pl;POLAND;Michal
1-535418135;Medium;2011-07-28T13:22:47+01:00;Accepted;Wait;Org line A2;A2_1;W6 2nd;PROD791;pl;POLAND;Michal
1-535418135;Medium;2011-07-28T13:24:26+01:00;Accepted;Wait;Org line A2;A2_1;W6 2nd;PROD791;pl;POLAND;Michal
1-535418135;Medium;2012-01-19T15:23:31+01:00;Accepted;In Progress;Org line A2;A2_1;W6 2nd;PROD791;pl;POLAND;Michal
1-535418135;Medium;2012-01-19T15:25:35+01:00;Completed;Closed;Org line A2;A2_1;W6 2nd;PROD791;pl;POLAND;Michal
1-535439201;Medium;2011-06-21T10:23:47+01:00;Accepted;In Progress;Org line C;E_3;G68 2nd;PROD714;se;Sweden;Lars
1-535439201;Medium;2011-06-21T10:44:50+01:00;Accepted;Wait;Org line C;E_3;G68 2nd;PROD714;se;Sweden;Lars
1-535439201;Medium;2012-03-02T09:16:48+01:00;Completed;Closed;Org line C;E_3;G68 2nd;PROD714;se;Sweden;Lars
1-537169872;Major;2011-07-12T14:28:19+01:00;Accepted;Assigned;Org line C;E_6;S20 2nd;PROD374;se;Sweden;Daniel
1-537169872;Major;2011-09-05T09:14:45+01:00;Queued;Awaiting Assignment;Org line G4;;S33 2nd;PROD374;se;Sweden;Joakim
1-538297321;Low;2011-11-21T15:30:28+01:00;Queued;Awaiting Assignment;Org line G4;;S33 2nd;PROD448;se;Sweden;Joakim
1-538297321;Low;2011-11-21T15:57:42+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD448;se;Sweden;Rickard
1-538467021;High;2012-01-25T19:46:19+01:00;Accepted;In Progress;Org line B;E_6;S4 2nd;PROD473;br;Brazil;Thiago
1-538467021;High;2012-01-25T19:48:24+01:00;Completed;Closed;Org line B;E_6;S4 2nd;PROD473;br;Brazil;Thiago
1-539000895;High;2011-07-05T10:24:39+01:00;Accepted;In Progress;Org line C;E_8;G186 2nd;PROD473;in;Sweden;Jonas
1-539000895;High;2012-05-15T14:57:12+01:00;Completed;Closed;Org line C;E_8;G186 2nd;PROD473;in;Sweden;Jonas
1-539083171;Medium;2011-07-05T13:33:46+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Katarina
1-539083171;Medium;2012-02-15T17:33:28+01:00;Accepted;Assigned;Org line G4;;S33 2nd;PROD374;se;Sweden;Katarina
1-539083171;Medium;2012-05-23T17:00:04+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Katarina
1-539805130;Medium;2011-07-07T14:45:46+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Andrew
1-539805130;Medium;2011-11-01T17:28:16+01:00;Accepted;Wait;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Andrew
1-539805130;Medium;2012-02-15T12:13:43+01:00;Completed;Closed;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Andrew
1-541565290;Medium;2012-02-06T22:10:04+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-541565290;Medium;2012-02-06T22:11:17+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-542027112;High;2011-07-18T14:45:13+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD235;gb;United Kingdom;Ian
1-542027112;High;2011-07-18T14:48:49+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD235;gb;United Kingdom;Ian
1-542027112;High;2011-07-18T14:55:27+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD235;gb;United Kingdom;Ian
1-542027112;High;2011-09-09T12:17:31+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD235;gb;United Kingdom;Ian
1-542919207;Medium;2011-07-22T08:56:05+01:00;Accepted;In Progress;Org line C;E_6;W12 2nd;PROD802;fr;France;Cyril
1-542919207;Medium;2011-07-22T09:03:11+01:00;Queued;Awaiting Assignment;Org line C;E_6;W12 2nd;PROD802;fr;France;Cyril
1-542940765;Low;2011-07-22T10:23:23+01:00;Accepted;In Progress;Org line A2;A2_4;L23 3rd;PROD546;us;USA;Fredrik
1-542940765;Low;2011-10-05T21:40:23+01:00;Accepted;In Progress;Org line A2;A2_4;L23 3rd;PROD546;us;USA;Fredrik
1-542940765;Low;2011-10-05T21:40:40+01:00;Queued;Awaiting Assignment;Org line A2;A2_4;L23 3rd;PROD546;us;USA;Fredrik
1-542940765;Low;2012-02-21T14:43:18+01:00;Accepted;In Progress;Org line A2;A2_4;G113 2nd;PROD546;us;USA;Fredrik
1-542940765;Low;2012-02-21T14:44:28+01:00;Queued;Awaiting Assignment;Org line A2;A2_4;L23 3rd;PROD546;us;USA;Fredrik
1-542940765;Low;2012-02-22T16:01:36+01:00;Accepted;In Progress;Org line A2;A2_4;G113 2nd;PROD546;us;USA;Fredrik
1-542940765;Low;2012-02-22T16:08:59+01:00;Completed;Closed;Org line A2;A2_4;G113 2nd;PROD546;us;USA;Fredrik
1-543300099;Medium;2011-07-25T12:47:13+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-543300099;Medium;2011-07-25T15:39:06+01:00;Accepted;Assigned;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-543300099;Medium;2011-09-09T12:17:02+01:00;Accepted;In Progress;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-545370610;Medium;2012-02-06T17:02:25+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-545370610;Medium;2012-02-06T17:03:44+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-545738536;Low;2011-08-08T07:08:01+01:00;Accepted;In Progress;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-545738536;Low;2011-08-08T07:12:59+01:00;Accepted;Assigned;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-545738536;Low;2011-09-01T22:51:36+01:00;Accepted;In Progress;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-545911672;High;2011-08-15T09:08:23+01:00;Queued;Awaiting Assignment;Org line G4;;S28 2nd;PROD108;se;Sweden;Fredrik
1-545911672;High;2012-01-24T11:52:59+01:00;Accepted;In Progress;Org line G4;;S28 2nd;PROD108;se;Sweden;Mattias
