case,event,startTime,completeTime
b1_78,Assess eligibility,40:18.2,40:18.2
b1_78,Reject application,50:40.2,50:40.2
b1_78,Loan application rejected,50:40.2,50:40.2
b1_143,Loan  application received,30:00.0,30:00.0
b1_143,Check  application  form completeness,35:57.1,35:57.1
b1_143,Check credit history,36:17.0,36:17.0
b1_143,Assess loan risk,47:56.3,47:56.3
b1_143,Appraise property,09:10.6,09:10.6
b1_143,Assess eligibility,13:08.2,13:08.2
b1_143,Reject application,13:50.4,13:50.4
b1_143,Loan application rejected,13:50.4,13:50.4
b1_302,Loan  application received,00:00.0,00:00.0
b1_302,Check  application  form completeness,39:22.5,39:22.5
b1_302,Check credit history,48:03.5,48:03.5
b1_302,Appraise property,54:52.1,54:52.1
b1_302,Assess loan risk,12:49.7,12:49.7
b1_302,Assess eligibility,43:19.8,43:19.8
b1_302,Reject application,24:33.9,24:33.9
b1_302,Loan application rejected,24:33.9,24:33.9
b1_462,Loan  application received,00:00.0,00:00.0
b1_462,Check  application  form completeness,04:35.6,04:35.6
b1_462,Check credit history,17:09.5,17:09.5
b1_462,Assess loan risk,18:34.6,18:34.6
b1_462,Appraise property,57:43.4,57:43.4
b1_462,Assess eligibility,03:16.5,03:16.5
b1_462,Prepare acceptance pack,10:57.6,10:57.6
b1_462,Check if home insurance quote is requested,17:41.0,17:41.0
b1_462,Send home insurance quote,35:08.6,35:08.6
b1_462,Verify repayment agreement,15:12.4,15:12.4
b1_462,Approve application,32:41.7,32:41.7
b1_462,Loan  application approved,32:41.7,32:41.7
b1_171,Loan  application received,30:00.0,30:00.0
b1_171,Check  application  form completeness,34:42.2,34:42.2
b1_171,Appraise property,04:34.5,04:34.5
b1_171,Check credit history,36:02.6,36:02.6
b1_171,Assess loan risk,45:04.6,45:04.6
b1_171,Assess eligibility,00:45.7,00:45.7
b1_171,Prepare acceptance pack,12:39.0,12:39.0
b1_171,Check if home insurance quote is requested,13:01.4,13:01.4
b1_171,Send home insurance quote,21:19.6,21:19.6
b1_171,Verify repayment agreement,29:06.2,29:06.2
b1_171,Cancel application,33:34.6,33:34.6
b1_171,Loan  application canceled,33:34.6,33:34.6
b1_270,Loan  application received,00:00.0,00:00.0
b1_270,Check  application  form completeness,33:42.3,33:42.3
b1_270,Check credit history,27:50.6,27:50.6
b1_270,Appraise property,45:20.4,45:20.4
b1_270,Assess loan risk,50:55.4,50:55.4
b1_270,Assess eligibility,50:16.9,50:16.9
b1_270,Reject application,17:25.6,17:25.6
b1_270,Loan application rejected,17:25.6,17:25.6
b1_40,Loan  application received,00:00.0,00:00.0
b1_40,Check  application  form completeness,16:19.3,16:19.3
b1_40,Check credit history,45:35.1,45:35.1
b1_40,Assess loan risk,55:18.1,55:18.1
b1_40,Appraise property,01:08.8,01:08.8
b1_40,Assess eligibility,40:43.3,40:43.3
b1_40,Prepare acceptance pack,45:24.3,45:24.3
b1_40,Check if home insurance quote is requested,53:41.5,53:41.5
b1_40,Send acceptance pack,01:20.2,01:20.2
b1_40,Verify repayment agreement,08:44.9,08:44.9
b1_40,Cancel application,37:04.3,37:04.3
b1_40,Loan  application canceled,37:04.3,37:04.3
b1_472,Loan  application received,00:00.0,00:00.0
b1_472,Check  application  form completeness,16:18.3,16:18.3
b1_472,Appraise property,32:18.7,32:18.7
b1_472,Check credit history,35:42.3,35:42.3
b1_472,Assess loan risk,39:07.3,39:07.3
b1_472,Assess eligibility,06:09.2,06:09.2
b1_472,Prepare acceptance pack,34:42.4,34:42.4
b1_472,Check if home insurance quote is requested,37:51.7,37:51.7
b1_472,Send home insurance quote,59:07.4,59:07.4
b1_472,Verify repayment agreement,44:04.0,44:04.0
b1_472,Cancel application,55:29.0,55:29.0
b1_472,Loan  application canceled,55:29.0,55:29.0
b1_119,Loan  application received,30:00.0,30:00.0
b1_119,Check  application  form completeness,31:45.6,31:45.6
b1_119,Check credit history,45:35.9,45:35.9
b1_119,Assess loan risk,22:23.8,22:23.8
b1_119,Appraise property,24:01.7,24:01.7
b1_119,Assess eligibility,41:09.5,41:09.5
b1_119,Reject application,13:52.6,13:52.6
b1_119,Loan application rejected,13:52.6,13:52.6
b1_377,Loan  application received,30:00.0,30:00.0
b1_377,Check  application  form completeness,57:12.7,57:12.7
b1_377,Check credit history,57:26.1,57:26.1
b1_377,Appraise property,30:00.8,30:00.8
b1_377,Assess loan risk,07:05.8,07:05.8
b1_377,Assess eligibility,08:52.7,08:52.7
b1_377,Reject application,16:53.8,16:53.8
b1_377,Loan application rejected,16:53.8,16:53.8
b1_52,Loan  application received,00:00.0,00:00.0
b1_52,Check  application  form completeness,32:32.2,32:32.2
b1_52,Appraise property,44:41.7,44:41.7
b1_52,Check credit history,19:15.1,19:15.1
b1_52,Assess loan risk,30:48.7,30:48.7
b1_52,Assess eligibility,33:33.9,33:33.9
b1_52,Prepare acceptance pack,29:31.3,29:31.3
b1_52,Check if home insurance quote is requested,45:39.7,45:39.7
b1_52,Send acceptance pack,25:14.6,25:14.6
b1_52,Verify repayment agreement,32:19.6,32:19.6
b1_52,Cancel application,35:05.0,35:05.0
b1_52,Loan  application canceled,35:05.0,35:05.0
b1_89,Loan  application received,30:00.0,30:00.0
b1_89,Check  application  form completeness,07:31.6,07:31.6
b1_89,Appraise property,41:56.2,41:56.2
b1_89,Check credit history,44:42.4,44:42.4
b1_89,Assess loan risk,56:27.4,56:27.4
b1_89,Assess eligibility,20:16.1,20:16.1
b1_89,Prepare acceptance pack,30:48.5,30:48.5
b1_89,Check if home insurance quote is requested,42:02.4,42:02.4
b1_89,Send home insurance quote,48:58.4,48:58.4
b1_89,Verify repayment agreement,44:10.9,44:10.9
b1_89,Approve application,47:06.1,47:06.1
b1_89,Loan  application approved,47:06.1,47:06.1
b1_338,Loan  application received,00:00.0,00:00.0
b1_338,Check  application  form completeness,55:30.3,55:30.3
b1_338,Appraise property,14:56.3,14:56.3
b1_338,Check credit history,19:06.9,19:06.9
b1_338,Assess loan risk,09:16.7,09:16.7
b1_338,Assess eligibility,50:05.0,50:05.0
b1_338,Reject application,13:54.1,13:54.1
b1_338,Loan application rejected,13:54.1,13:54.1
b1_205,Loan  application received,30:00.0,30:00.0
b1_205,Check  application  form completeness,55:31.6,55:31.6
b1_205,Check credit history,57:26.1,57:26.1
b1_205,Appraise property,14:43.3,14:43.3
b1_205,Assess loan risk,21:44.3,21:44.3
b1_205,Assess eligibility,34:28.5,34:28.5
b1_205,Prepare acceptance pack,53:05.6,53:05.6
b1_205,Check if home insurance quote is requested,18:33.2,18:33.2
b1_205,Send acceptance pack,47:17.2,47:17.2
b1_205,Verify repayment agreement,04:13.0,04:13.0
b1_205,Approve application,26:48.4,26:48.4
b1_205,Loan  application approved,26:48.4,26:48.4
b1_379,Loan  application received,30:00.0,30:00.0
b1_379,Check  application  form completeness,34:50.1,34:50.1
b1_379,Check credit history,45:33.1,45:33.1
b1_379,Assess loan risk,56:02.0,56:02.0
b1_379,Appraise property,48:37.6,48:37.6
b1_379,Assess eligibility,57:32.6,57:32.6
b1_379,Reject application,26:53.9,26:53.9
b1_379,Loan application rejected,26:53.9,26:53.9
b1_201,Loan  application received,30:00.0,30:00.0
b1_201,Check  application  form completeness,31:58.4,31:58.4
b1_201,Appraise property,54:10.7,54:10.7
b1_201,Check credit history,58:59.2,58:59.2
b1_201,Assess loan risk,06:09.7,06:09.7
b1_201,Assess eligibility,20:00.8,20:00.8
b1_201,Reject application,41:59.4,41:59.4
b1_201,Loan application rejected,41:59.4,41:59.4
b1_108,Loan  application received,00:00.0,00:00.0
b1_108,Check  application  form completeness,07:59.4,07:59.4
b1_108,Check credit history,11:12.9,11:12.9
b1_108,Assess loan risk,48:11.6,48:11.6
b1_108,Appraise property,47:13.2,47:13.2
b1_108,Assess eligibility,53:12.7,53:12.7
b1_108,Prepare acceptance pack,42:55.2,42:55.2
b1_108,Check if home insurance quote is requested,23:50.1,23:50.1
b1_108,Send home insurance quote,01:50.1,01:50.1
b1_108,Verify repayment agreement,41:21.5,41:21.5
b1_108,Cancel application,44:31.9,44:31.9
b1_108,Loan  application canceled,44:31.9,44:31.9
b1_9,Loan  application received,30:00.0,30:00.0
b1_9,Check  application  form completeness,31:09.3,31:09.3
b1_9,Appraise property,41:55.9,41:55.9
b1_9,Check credit history,56:12.6,56:12.6
b1_9,Assess loan risk,02:10.6,02:10.6
b1_9,Assess eligibility,24:26.4,24:26.4
b1_9,Prepare acceptance pack,28:20.0,28:20.0
b1_9,Check if home insurance quote is requested,08:40.5,08:40.5
b1_9,Send home insurance quote,10:42.9,10:42.9
b1_9,Verify repayment agreement,38:49.5,38:49.5
b1_9,Approve application,46:18.8,46:18.8
b1_9,Loan  application approved,46:18.8,46:18.8
b1_261,Loan  application received,30:00.0,30:00.0
b1_261,Check  application  form completeness,45:21.8,45:21.8
b1_261,Appraise property,55:35.3,55:35.3
b1_261,Check credit history,03:38.2,03:38.2
b1_261,Assess loan risk,37:04.3,37:04.3
b1_261,Assess eligibility,55:43.9,55:43.9
b1_261,Prepare acceptance pack,43:09.8,43:09.8
b1_261,Check if home insurance quote is requested,16:19.1,16:19.1
b1_261,Send acceptance pack,16:26.9,16:26.9
b1_261,Verify repayment agreement,23:10.2,23:10.2
b1_261,Approve application,28:24.1,28:24.1
b1_261,Loan  application approved,28:24.1,28:24.1
b1_491,Loan  application received,30:00.0,30:00.0
b1_491,Check  application  form completeness,59:20.9,59:20.9
b1_491,Return application back to applicant,57:33.7,57:33.7
b1_491,Receive updated application,11:43.8,11:43.8
b1_491,Check  application  form completeness,18:21.8,18:21.8
b1_491,Check credit history,42:23.0,42:23.0
b1_491,Assess loan risk,50:34.6,50:34.6
b1_491,Appraise property,11:16.0,11:16.0
b1_491,Assess eligibility,20:43.8,20:43.8
b1_491,Reject application,36:43.2,36:43.2
b1_491,Loan application rejected,36:43.2,36:43.2
b1_140,Loan  application received,00:00.0,00:00.0
b1_140,Check  application  form completeness,49:10.5,49:10.5
b1_140,Return application back to applicant,20:06.2,20:06.2
b1_140,Receive updated application,03:18.0,03:18.0
b1_140,Check  application  form completeness,42:36.9,42:36.9
b1_140,Check credit history,27:24.3,27:24.3
b1_140,Appraise property,30:12.3,30:12.3
b1_140,Assess loan risk,31:41.7,31:41.7
b1_140,Assess eligibility,34:32.1,34:32.1
b1_140,Reject application,10:27.2,10:27.2
b1_140,Loan application rejected,10:27.2,10:27.2
b1_281,Loan  application received,30:00.0,30:00.0
b1_281,Check  application  form completeness,51:43.0,51:43.0
b1_281,Check credit history,51:55.9,51:55.9
b1_281,Assess loan risk,52:35.9,52:35.9
b1_281,Appraise property,58:36.6,58:36.6
b1_281,Assess eligibility,44:12.9,44:12.9
b1_281,Prepare acceptance pack,49:03.8,49:03.8
b1_281,Check if home insurance quote is requested,29:31.1,29:31.1
b1_281,Send home insurance quote,34:18.9,34:18.9
b1_281,Verify repayment agreement,54:13.1,54:13.1
b1_281,Cancel application,57:48.9,57:48.9
b1_281,Loan  application canceled,57:48.9,57:48.9
b1_484,Loan  application received,00:00.0,00:00.0
b1_484,Check  application  form completeness,46:17.8,46:17.8
b1_484,Check credit history,51:07.4,51:07.4
b1_484,Assess loan risk,35:02.0,35:02.0
b1_484,Appraise property,21:53.3,21:53.3
b1_484,Assess eligibility,29:58.0,29:58.0
b1_484,Reject application,40:44.5,40:44.5
b1_484,Loan application rejected,40:44.5,40:44.5
b1_164,Loan  application received,00:00.0,00:00.0
b1_164,Check  application  form completeness,38:09.7,38:09.7
b1_164,Return application back to applicant,45:25.4,45:25.4
b1_164,Receive updated application,46:06.1,46:06.1
b1_164,Check  application  form completeness,00:45.6,00:45.6
b1_164,Appraise property,06:19.6,06:19.6
b1_164,Check credit history,27:00.1,27:00.1
b1_164,Assess loan risk,29:44.6,29:44.6
b1_164,Assess eligibility,29:49.4,29:49.4
b1_164,Reject application,37:55.6,37:55.6
b1_164,Loan application rejected,37:55.6,37:55.6
b1_194,Loan  application received,00:00.0,00:00.0
b1_194,Check  application  form completeness,35:10.5,35:10.5
b1_194,Check credit history,46:29.2,46:29.2
b1_194,Assess loan risk,10:05.0,10:05.0
b1_194,Appraise property,49:34.3,49:34.3
b1_194,Assess eligibility,58:10.2,58:10.2
b1_194,Reject application,04:35.9,04:35.9
b1_194,Loan application rejected,04:35.9,04:35.9
b1_367,Loan  application received,30:00.0,30:00.0
b1_367,Check  application  form completeness,31:28.4,31:28.4
b1_367,Appraise property,39:57.0,39:57.0
b1_367,Check credit history,50:06.4,50:06.4
b1_367,Assess loan risk,32:44.5,32:44.5
b1_367,Assess eligibility,41:45.2,41:45.2
b1_367,Reject application,24:37.9,24:37.9
b1_367,Loan application rejected,24:37.9,24:37.9
b1_291,Loan  application received,30:00.0,30:00.0
b1_291,Check  application  form completeness,43:41.6,43:41.6
b1_291,Appraise property,32:58.1,32:58.1
b1_291,Check credit history,36:50.3,36:50.3
b1_291,Assess loan risk,46:00.8,46:00.8
b1_291,Assess eligibility,25:25.2,25:25.2
b1_291,Reject application,12:20.2,12:20.2
b1_291,Loan application rejected,12:20.2,12:20.2
b1_443,Loan  application received,30:00.0,30:00.0
b1_443,Check  application  form completeness,59:47.3,59:47.3
b1_443,Check credit history,42:31.5,42:31.5
b1_443,Appraise property,54:24.1,54:24.1
b1_443,Assess loan risk,03:40.7,03:40.7
b1_443,Assess eligibility,08:01.8,08:01.8
b1_443,Prepare acceptance pack,25:16.9,25:16.9
b1_443,Check if home insurance quote is requested,26:27.3,26:27.3
b1_443,Send home insurance quote,50:45.4,50:45.4
b1_443,Verify repayment agreement,54:56.1,54:56.1
b1_443,Approve application,08:24.6,08:24.6
b1_443,Loan  application approved,08:24.6,08:24.6
b1_266,Loan  application received,00:00.0,00:00.0
b1_266,Check  application  form completeness,19:55.6,19:55.6
b1_266,Appraise property,40:46.7,40:46.7
b1_266,Check credit history,30:28.4,30:28.4
b1_266,Assess loan risk,39:45.4,39:45.4
b1_266,Assess eligibility,54:47.8,54:47.8
b1_266,Prepare acceptance pack,41:01.0,41:01.0
b1_266,Check if home insurance quote is requested,05:14.4,05:14.4
b1_266,Send acceptance pack,20:24.3,20:24.3
b1_266,Verify repayment agreement,29:31.9,29:31.9
b1_266,Approve application,04:57.4,04:57.4
b1_266,Loan  application approved,04:57.4,04:57.4
b1_324,Loan  application received,00:00.0,00:00.0
b1_324,Check  application  form completeness,01:39.9,01:39.9
b1_324,Check credit history,09:32.5,09:32.5
b1_324,Appraise property,22:19.5,22:19.5
b1_324,Assess loan risk,22:32.5,22:32.5
b1_324,Assess eligibility,52:00.8,52:00.8
b1_324,Prepare acceptance pack,19:18.6,19:18.6
b1_324,Check if home insurance quote is requested,45:21.4,45:21.4
b1_324,Send acceptance pack,02:25.9,02:25.9
b1_324,Verify repayment agreement,32:46.4,32:46.4
b1_324,Cancel application,18:22.9,18:22.9
b1_324,Loan  application canceled,18:22.9,18:22.9
b1_375,Loan  application received,30:00.0,30:00.0
b1_375,Check  application  form completeness,06:08.6,06:08.6
b1_375,Check credit history,25:17.1,25:17.1
b1_375,Assess loan risk,35:34.8,35:34.8
b1_375,Appraise property,48:49.2,48:49.2
b1_375,Assess eligibility,12:03.5,12:03.5
b1_375,Reject application,35:08.5,35:08.5
b1_375,Loan application rejected,35:08.5,35:08.5
b1_174,Loan  application received,00:00.0,00:00.0
b1_174,Check  application  form completeness,43:00.9,43:00.9
b1_174,Appraise property,54:28.2,54:28.2
b1_174,Check credit history,53:34.8,53:34.8
b1_174,Assess loan risk,59:02.7,59:02.7
b1_174,Assess eligibility,11:06.9,11:06.9
b1_174,Reject application,16:53.4,16:53.4
b1_174,Loan application rejected,16:53.4,16:53.4
b1_426,Loan  application received,00:00.0,00:00.0
b1_426,Check  application  form completeness,04:49.8,04:49.8
b1_426,Appraise property,14:02.6,14:02.6
b1_426,Check credit history,05:17.6,05:17.6
b1_426,Assess loan risk,08:03.8,08:03.8
b1_426,Assess eligibility,05:44.2,05:44.2
b1_426,Prepare acceptance pack,12:27.0,12:27.0
b1_426,Check if home insurance quote is requested,18:17.2,18:17.2
b1_426,Send acceptance pack,32:27.4,32:27.4
b1_426,Verify repayment agreement,51:58.7,51:58.7
b1_426,Approve application,56:51.2,56:51.2
b1_426,Loan  application approved,56:51.2,56:51.2
b1_363,Loan  application received,30:00.0,30:00.0
b1_363,Check  application  form completeness,43:56.5,43:56.5
b1_363,Appraise property,44:45.1,44:45.1
b1_363,Check credit history,45:11.7,45:11.7
b1_363,Assess loan risk,52:52.0,52:52.0
b1_363,Assess eligibility,14:47.6,14:47.6
b1_363,Reject application,41:43.4,41:43.4
b1_363,Loan application rejected,41:43.4,41:43.4
b1_296,Loan  application received,00:00.0,00:00.0
b1_296,Check  application  form completeness,57:28.5,57:28.5
b1_296,Appraise property,59:20.3,59:20.3
b1_296,Check credit history,16:26.1,16:26.1
b1_296,Assess loan risk,29:22.9,29:22.9
b1_296,Assess eligibility,34:07.7,34:07.7
b1_296,Reject application,17:54.8,17:54.8
b1_296,Loan application rejected,17:54.8,17:54.8
b1_398,Loan  application received,00:00.0,00:00.0
b1_398,Check  application  form completeness,03:29.1,03:29.1
b1_398,Return application back to applicant,15:15.6,15:15.6
b1_398,Receive updated application,16:46.3,16:46.3
b1_398,Check  application  form completeness,22:46.2,22:46.2
b1_398,Return application back to applicant,26:28.8,26:28.8
b1_398,Receive updated application,36:34.1,36:34.1
b1_398,Check  application  form completeness,58:41.7,58:41.7
b1_398,Check credit history,09:49.2,09:49.2
b1_398,Appraise property,19:47.0,19:47.0
b1_398,Assess loan risk,55:45.4,55:45.4
b1_398,Assess eligibility,26:50.3,26:50.3
b1_398,Prepare acceptance pack,24:20.4,24:20.4
b1_398,Check if home insurance quote is requested,22:12.6,22:12.6
b1_398,Send acceptance pack,02:43.7,02:43.7
b1_398,Verify repayment agreement,30:15.3,30:15.3
b1_398,Approve application,38:33.8,38:33.8
b1_398,Loan  application approved,38:33.8,38:33.8
b1_350,Loan  application received,00:00.0,00:00.0
b1_350,Check  application  form completeness,30:56.8,30:56.8
b1_350,Return application back to applicant,29:27.3,29:27.3
b1_350,Receive updated application,52:43.2,52:43.2
b1_350,Check  application  form completeness,55:22.1,55:22.1
b1_350,Appraise property,01:05.4,01:05.4
b1_350,Check credit history,04:19.1,04:19.1
b1_350,Assess loan risk,48:32.2,48:32.2
